,image_80x64_path,image_80x64_filename,image_80x64_dim,image_160x128_path,image_160x128_filename,image_160x128_dim,image_320x256_path,image_320x256_filename,image_320x256_dim,image_640x512_path,image_640x512_filename,image_640x512_dim,image_1280x1024_path,image_1280x1024_filename,image_1280x1024_dim
4617,/l/vision/v5/sragas/DTU_patches/img80x64/scan4_depth_map_0009_x64.png,scan4_depth_map_0009_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan4_depth_map_0009_x128.png,scan4_depth_map_0009_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan4_depth_map_0009_x256.png,scan4_depth_map_0009_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan4_depth_map_0009_x512.png,scan4_depth_map_0009_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan4_depth_map_0009_x1024.png,scan4_depth_map_0009_x1024.png,1024x1280
432,/l/vision/v5/sragas/DTU_patches/img80x64/scan106_depth_map_0048_x64.png,scan106_depth_map_0048_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan106_depth_map_0048_x128.png,scan106_depth_map_0048_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan106_depth_map_0048_x256.png,scan106_depth_map_0048_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan106_depth_map_0048_x512.png,scan106_depth_map_0048_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan106_depth_map_0048_x1024.png,scan106_depth_map_0048_x1024.png,1024x1280
7532,/l/vision/v5/sragas/DTU_patches/img80x64/scan94_depth_map_0044_x64.png,scan94_depth_map_0044_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan94_depth_map_0044_x128.png,scan94_depth_map_0044_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan94_depth_map_0044_x256.png,scan94_depth_map_0044_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan94_depth_map_0044_x512.png,scan94_depth_map_0044_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan94_depth_map_0044_x1024.png,scan94_depth_map_0044_x1024.png,1024x1280
5492,/l/vision/v5/sragas/DTU_patches/img80x64/scan61_depth_map_0052_x64.png,scan61_depth_map_0052_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan61_depth_map_0052_x128.png,scan61_depth_map_0052_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan61_depth_map_0052_x256.png,scan61_depth_map_0052_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan61_depth_map_0052_x512.png,scan61_depth_map_0052_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan61_depth_map_0052_x1024.png,scan61_depth_map_0052_x1024.png,1024x1280
2407,/l/vision/v5/sragas/DTU_patches/img80x64/scan18_depth_map_0039_x64.png,scan18_depth_map_0039_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan18_depth_map_0039_x128.png,scan18_depth_map_0039_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan18_depth_map_0039_x256.png,scan18_depth_map_0039_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan18_depth_map_0039_x512.png,scan18_depth_map_0039_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan18_depth_map_0039_x1024.png,scan18_depth_map_0039_x1024.png,1024x1280
3478,/l/vision/v5/sragas/DTU_patches/img80x64/scan33_depth_map_0022_x64.png,scan33_depth_map_0022_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan33_depth_map_0022_x128.png,scan33_depth_map_0022_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan33_depth_map_0022_x256.png,scan33_depth_map_0022_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan33_depth_map_0022_x512.png,scan33_depth_map_0022_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan33_depth_map_0022_x1024.png,scan33_depth_map_0022_x1024.png,1024x1280
2107,/l/vision/v5/sragas/DTU_patches/img80x64/scan13_depth_map_0059_x64.png,scan13_depth_map_0059_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan13_depth_map_0059_x128.png,scan13_depth_map_0059_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan13_depth_map_0059_x256.png,scan13_depth_map_0059_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan13_depth_map_0059_x512.png,scan13_depth_map_0059_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan13_depth_map_0059_x1024.png,scan13_depth_map_0059_x1024.png,1024x1280
2579,/l/vision/v5/sragas/DTU_patches/img80x64/scan20_depth_map_0019_x64.png,scan20_depth_map_0019_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan20_depth_map_0019_x128.png,scan20_depth_map_0019_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan20_depth_map_0019_x256.png,scan20_depth_map_0019_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan20_depth_map_0019_x512.png,scan20_depth_map_0019_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan20_depth_map_0019_x1024.png,scan20_depth_map_0019_x1024.png,1024x1280
1108,/l/vision/v5/sragas/DTU_patches/img80x64/scan116_depth_map_0020_x64.png,scan116_depth_map_0020_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan116_depth_map_0020_x128.png,scan116_depth_map_0020_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan116_depth_map_0020_x256.png,scan116_depth_map_0020_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan116_depth_map_0020_x512.png,scan116_depth_map_0020_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan116_depth_map_0020_x1024.png,scan116_depth_map_0020_x1024.png,1024x1280
7922,/l/vision/v5/sragas/DTU_patches/img80x64/scan9_depth_map_0050_x64.png,scan9_depth_map_0050_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan9_depth_map_0050_x128.png,scan9_depth_map_0050_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan9_depth_map_0050_x256.png,scan9_depth_map_0050_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan9_depth_map_0050_x512.png,scan9_depth_map_0050_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan9_depth_map_0050_x1024.png,scan9_depth_map_0050_x1024.png,1024x1280
7758,/l/vision/v5/sragas/DTU_patches/img80x64/scan98_depth_map_0014_x64.png,scan98_depth_map_0014_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan98_depth_map_0014_x128.png,scan98_depth_map_0014_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan98_depth_map_0014_x256.png,scan98_depth_map_0014_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan98_depth_map_0014_x512.png,scan98_depth_map_0014_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan98_depth_map_0014_x1024.png,scan98_depth_map_0014_x1024.png,1024x1280
2464,/l/vision/v5/sragas/DTU_patches/img80x64/scan19_depth_map_0032_x64.png,scan19_depth_map_0032_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan19_depth_map_0032_x128.png,scan19_depth_map_0032_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan19_depth_map_0032_x256.png,scan19_depth_map_0032_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan19_depth_map_0032_x512.png,scan19_depth_map_0032_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan19_depth_map_0032_x1024.png,scan19_depth_map_0032_x1024.png,1024x1280
6000,/l/vision/v5/sragas/DTU_patches/img80x64/scan69_depth_map_0048_x64.png,scan69_depth_map_0048_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan69_depth_map_0048_x128.png,scan69_depth_map_0048_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan69_depth_map_0048_x256.png,scan69_depth_map_0048_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan69_depth_map_0048_x512.png,scan69_depth_map_0048_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan69_depth_map_0048_x1024.png,scan69_depth_map_0048_x1024.png,1024x1280
5257,/l/vision/v5/sragas/DTU_patches/img80x64/scan59_depth_map_0009_x64.png,scan59_depth_map_0009_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan59_depth_map_0009_x128.png,scan59_depth_map_0009_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan59_depth_map_0009_x256.png,scan59_depth_map_0009_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan59_depth_map_0009_x512.png,scan59_depth_map_0009_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan59_depth_map_0009_x1024.png,scan59_depth_map_0009_x1024.png,1024x1280
5307,/l/vision/v5/sragas/DTU_patches/img80x64/scan59_depth_map_0059_x64.png,scan59_depth_map_0059_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan59_depth_map_0059_x128.png,scan59_depth_map_0059_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan59_depth_map_0059_x256.png,scan59_depth_map_0059_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan59_depth_map_0059_x512.png,scan59_depth_map_0059_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan59_depth_map_0059_x1024.png,scan59_depth_map_0059_x1024.png,1024x1280
1195,/l/vision/v5/sragas/DTU_patches/img80x64/scan117_depth_map_0043_x64.png,scan117_depth_map_0043_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan117_depth_map_0043_x128.png,scan117_depth_map_0043_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan117_depth_map_0043_x256.png,scan117_depth_map_0043_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan117_depth_map_0043_x512.png,scan117_depth_map_0043_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan117_depth_map_0043_x1024.png,scan117_depth_map_0043_x1024.png,1024x1280
4010,/l/vision/v5/sragas/DTU_patches/img80x64/scan40_depth_map_0042_x64.png,scan40_depth_map_0042_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan40_depth_map_0042_x128.png,scan40_depth_map_0042_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan40_depth_map_0042_x256.png,scan40_depth_map_0042_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan40_depth_map_0042_x512.png,scan40_depth_map_0042_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan40_depth_map_0042_x1024.png,scan40_depth_map_0042_x1024.png,1024x1280
